adv_floor,adv_exp,n_events,lam_max,logL,dlogL
0.28,2.6,48,0.3988,-427.6812,-2.1054
0.28,2.8,48,0.4122,-427.5726,-1.9967
0.28,3.0,48,0.4249,-427.478,-1.9022
0.28,3.2,48,0.437,-427.3965,-1.8207
0.28,3.4,48,0.4485,-427.3271,-1.7513
0.28,3.6,48,0.4593,-427.2692,-1.6934
0.28,3.8,48,0.4695,-427.2219,-1.6461
0.28,4.0,48,0.4792,-427.1847,-1.6088
0.28,4.2,48,0.4882,-427.1567,-1.5809
0.28,4.4,48,0.4968,-427.1375,-1.5617
0.28,4.6,48,0.5048,-427.1264,-1.5506
0.28,4.8,48,0.5123,-427.1227,-1.5469
0.28,5.0,48,0.5194,-427.1259,-1.5501
0.28,5.2,48,0.526,-427.1354,-1.5596
0.28,5.4,48,0.5322,-427.1506,-1.5748
0.28,5.6,48,0.538,-427.171,-1.5951
0.28,5.8,48,0.5435,-427.196,-1.6202
0.28,6.0,48,0.5486,-427.2252,-1.6494
0.28,6.2,48,0.5534,-427.2581,-1.6823
0.28,6.4,48,0.5579,-427.2943,-1.7185
0.28,6.6,48,0.5621,-427.3334,-1.7576
0.28,6.8,48,0.566,-427.3749,-1.7991
0.28,7.0,48,0.5697,-427.4186,-1.8428
0.28,7.2,48,0.5732,-427.4641,-1.8883
0.28,7.4,48,0.5765,-427.5111,-1.9353
0.28,7.6,48,0.5795,-427.5594,-1.9836
0.28,7.8,48,0.5824,-427.6086,-2.0328
0.28,8.0,48,0.5851,-427.6585,-2.0827
0.28,8.2,48,0.5877,-427.709,-2.1332
0.28,8.4,48,0.5901,-427.7599,-2.184
0.28,8.6,48,0.5923,-427.8109,-2.235
0.28,8.8,48,0.5944,-427.8619,-2.286
0.28,9.0,48,0.5964,-427.9128,-2.3369
0.28,9.2,48,0.5983,-427.9634,-2.3875
0.28,9.4,48,0.6001,-428.0136,-2.4378
0.28,9.6,48,0.6018,-428.0634,-2.4876
0.28,9.8,48,0.6034,-428.1127,-2.5368
0.28,10.0,48,0.6049,-428.1613,-2.5854
0.28,10.2,48,0.6063,-428.2092,-2.6334
0.28,10.4,48,0.6076,-428.2563,-2.6805
0.28,10.6,48,0.6089,-428.3027,-2.7269
0.28,10.8,48,0.6101,-428.3482,-2.7724
0.28,11.0,48,0.6113,-428.3928,-2.817
0.28,11.2,48,0.6124,-428.4365,-2.8607
0.28,11.4,48,0.6134,-428.4793,-2.9034
0.28,11.6,48,0.6144,-428.5211,-2.9452
0.28,11.8,48,0.6153,-428.5619,-2.9861
0.28,12.0,48,0.6162,-428.6018,-3.0259
0.28,12.2,48,0.617,-428.6406,-3.0648
0.28,12.4,48,0.6178,-428.6785,-3.1027
0.28,12.6,48,0.6186,-428.7154,-3.1396
0.28,12.8,48,0.6193,-428.7513,-3.1755
0.28,13.0,48,0.62,-428.7862,-3.2104
0.28,13.2,48,0.6206,-428.8202,-3.2444
0.28,13.4,48,0.6213,-428.8532,-3.2773
0.28,13.6,48,0.6219,-428.8852,-3.3094
0.28,13.8,48,0.6224,-428.9163,-3.3405
0.28,14.0,48,0.623,-428.9465,-3.3706
0.28,14.2,48,0.6235,-428.9757,-3.3999
0.28,14.4,48,0.624,-429.0041,-3.4283
0.28,14.6,48,0.6245,-429.0316,-3.4557
0.28,14.8,48,0.625,-429.0582,-3.4824
0.28,15.0,48,0.6254,-429.0839,-3.5081
0.28,15.2,48,0.6258,-429.1089,-3.5331
0.28,15.4,48,0.6262,-429.133,-3.5572
0.28,15.6,48,0.6266,-429.1564,-3.5805
0.28,15.8,48,0.627,-429.1789,-3.6031
0.28,16.0,48,0.6273,-429.2007,-3.6249
0.29,0.4,48,0.2176,-430.8385,-5.2627
0.29,0.6,48,0.235,-430.2626,-4.6868
0.29,0.8,48,0.2524,-429.7897,-4.2139
0.29,1.0,48,0.2696,-429.398,-3.8221
0.29,1.2,48,0.2866,-429.07,-3.4942
0.29,1.4,48,0.3032,-428.7922,-3.2164
0.29,1.6,48,0.3194,-428.5542,-2.9784
0.29,1.8,48,0.3352,-428.3483,-2.7724
0.29,2.0,48,0.3504,-428.1688,-2.5929
0.29,2.2,48,0.365,-428.0116,-2.4358
0.29,2.4,48,0.379,-427.8738,-2.298
0.29,2.6,48,0.3924,-427.7531,-2.1773
0.29,2.8,48,0.4051,-427.6479,-2.072
0.29,3.0,48,0.4173,-427.5568,-1.981
0.29,3.2,48,0.4287,-427.4788,-1.903
0.29,3.4,48,0.4396,-427.413,-1.8372
0.29,3.6,48,0.4499,-427.3585,-1.7827
0.29,3.8,48,0.4595,-427.3147,-1.7388
0.29,4.0,48,0.4686,-427.2807,-1.7048
0.29,4.2,48,0.4772,-427.2559,-1.68
0.29,4.4,48,0.4852,-427.2396,-1.6638
0.29,4.6,48,0.4927,-427.2312,-1.6554
0.29,4.8,48,0.4998,-427.23,-1.6542
0.29,5.0,48,0.5064,-427.2355,-1.6597
0.29,5.2,48,0.5126,-427.247,-1.6712
0.29,5.4,48,0.5184,-427.2641,-1.6882
0.29,5.6,48,0.5239,-427.286,-1.7102
0.29,5.8,48,0.529,-427.3124,-1.7366
0.29,6.0,48,0.5338,-427.3428,-1.7669
0.29,6.2,48,0.5382,-427.3766,-1.8008
0.29,6.4,48,0.5424,-427.4135,-1.8377
0.29,6.6,48,0.5463,-427.4531,-1.8773
0.29,6.8,48,0.55,-427.495,-1.9192
0.29,7.0,48,0.5535,-427.5389,-1.963
0.29,7.2,48,0.5567,-427.5844,-2.0085
0.29,7.4,48,0.5597,-427.6312,-2.0554
0.29,7.6,48,0.5626,-427.6792,-2.1033
0.29,7.8,48,0.5653,-427.728,-2.1521
0.29,8.0,48,0.5678,-427.7774,-2.2016
0.29,8.2,48,0.5701,-427.8273,-2.2514
0.29,8.4,48,0.5724,-427.8774,-2.3015
0.29,8.6,48,0.5744,-427.9275,-2.3517
0.29,8.8,48,0.5764,-427.9777,-2.4018
0.29,9.0,48,0.5783,-428.0276,-2.4518
0.29,9.2,48,0.58,-428.0772,-2.5014
0.29,9.4,48,0.5817,-428.1264,-2.5506
0.29,9.6,48,0.5832,-428.1751,-2.5993
0.29,9.8,48,0.5847,-428.2232,-2.6474
0.29,10.0,48,0.5861,-428.2706,-2.6948
0.29,10.2,48,0.5874,-428.3173,-2.7415
0.29,10.4,48,0.5887,-428.3632,-2.7874
0.29,10.6,48,0.5898,-428.4083,-2.8325
0.29,10.8,48,0.5909,-428.4526,-2.8768
0.29,11.0,48,0.592,-428.4959,-2.9201
0.29,11.2,48,0.593,-428.5384,-2.9626
0.29,11.4,48,0.594,-428.5799,-3.0041
0.29,11.6,48,0.5949,-428.6204,-3.0446
0.29,11.8,48,0.5957,-428.66,-3.0842
0.29,12.0,48,0.5965,-428.6986,-3.1228
0.29,12.2,48,0.5973,-428.7363,-3.1604
0.29,12.4,48,0.598,-428.7729,-3.1971
0.29,12.6,48,0.5988,-428.8086,-3.2328
0.29,12.8,48,0.5994,-428.8433,-3.2675
0.29,13.0,48,0.6001,-428.8771,-3.3013
0.29,13.2,48,0.6007,-428.9099,-3.3341
0.29,13.4,48,0.6012,-428.9417,-3.3659
0.29,13.6,48,0.6018,-428.9727,-3.3968
0.29,13.8,48,0.6023,-429.0027,-3.4268
0.29,14.0,48,0.6028,-429.0318,-3.4559
0.29,14.2,48,0.6033,-429.06,-3.4842
0.29,14.4,48,0.6038,-429.0873,-3.5115
0.29,14.6,48,0.6042,-429.1138,-3.538
0.29,14.8,48,0.6046,-429.1394,-3.5636
0.29,15.0,48,0.6051,-429.1642,-3.5884
0.29,15.2,48,0.6054,-429.1883,-3.6124
0.29,15.4,48,0.6058,-429.2115,-3.6357
0.29,15.6,48,0.6062,-429.2339,-3.6581
0.29,15.8,48,0.6065,-429.2557,-3.6798
0.29,16.0,48,0.6068,-429.2766,-3.7008
0.3,0.4,48,0.217,-430.8624,-5.2866
0.3,0.6,48,0.2341,-430.2951,-4.7193
0.3,0.8,48,0.2511,-429.8291,-4.2533
0.3,1.0,48,0.2678,-429.443,-3.8672
0.3,1.2,48,0.2843,-429.1196,-3.5438
0.3,1.4,48,0.3004,-428.8457,-3.2698
0.3,1.6,48,0.3161,-428.6111,-3.0353
0.3,1.8,48,0.3313,-428.4084,-2.8326
0.3,2.0,48,0.3459,-428.2321,-2.6562
0.3,2.2,48,0.3599,-428.0781,-2.5023
0.3,2.4,48,0.3734,-427.9435,-2.3677
0.3,2.6,48,0.3862,-427.8262,-2.2504
0.3,2.8,48,0.3983,-427.7244,-2.1486
0.3,3.0,48,0.4099,-427.6368,-2.061
0.3,3.2,48,0.4208,-427.5623,-1.9865
0.3,3.4,48,0.4311,-427.4999,-1.9241
0.3,3.6,48,0.4408,-427.4488,-1.873
0.3,3.8,48,0.4499,-427.4082,-1.8324
0.3,4.0,48,0.4585,-427.3773,-1.8015
0.3,4.2,48,0.4666,-427.3555,-1.7796
0.3,4.4,48,0.4742,-427.3419,-1.7661
0.3,4.6,48,0.4812,-427.3361,-1.7602
0.3,4.8,48,0.4879,-427.3372,-1.7614
0.3,5.0,48,0.4941,-427.3448,-1.769
0.3,5.2,48,0.4999,-427.3582,-1.7824
0.3,5.4,48,0.5054,-427.3769,-1.801
0.3,5.6,48,0.5105,-427.4002,-1.8244
0.3,5.8,48,0.5152,-427.4278,-1.852
0.3,6.0,48,0.5197,-427.4591,-1.8833
0.3,6.2,48,0.5239,-427.4937,-1.9179
0.3,6.4,48,0.5278,-427.5312,-1.9554
0.3,6.6,48,0.5315,-427.5712,-1.9953
0.3,6.8,48,0.5349,-427.6133,-2.0374
0.3,7.0,48,0.5381,-427.6572,-2.0813
0.3,7.2,48,0.5411,-427.7026,-2.1267
0.3,7.4,48,0.5439,-427.7492,-2.1734
0.3,7.6,48,0.5466,-427.7968,-2.2209
0.3,7.8,48,0.5491,-427.8451,-2.2693
0.3,8.0,48,0.5514,-427.8939,-2.3181
0.3,8.2,48,0.5536,-427.9431,-2.3673
0.3,8.4,48,0.5557,-427.9924,-2.4166
0.3,8.6,48,0.5576,-428.0418,-2.4659
0.3,8.8,48,0.5594,-428.091,-2.5152
0.3,9.0,48,0.5612,-428.1399,-2.5641
0.3,9.2,48,0.5628,-428.1885,-2.6127
0.3,9.4,48,0.5643,-428.2366,-2.6608
0.3,9.6,48,0.5658,-428.2842,-2.7084
0.3,9.8,48,0.5671,-428.3312,-2.7553
0.3,10.0,48,0.5684,-428.3774,-2.8016
0.3,10.2,48,0.5697,-428.4229,-2.8471
0.3,10.4,48,0.5708,-428.4676,-2.8918
0.3,10.6,48,0.5719,-428.5115,-2.9357
0.3,10.8,48,0.5729,-428.5546,-2.9787
0.3,11.0,48,0.5739,-428.5967,-3.0209
0.3,11.2,48,0.5748,-428.6379,-3.0621
0.3,11.4,48,0.5757,-428.6782,-3.1023
0.3,11.6,48,0.5766,-428.7175,-3.1417
0.3,11.8,48,0.5774,-428.7559,-3.18
0.3,12.0,48,0.5781,-428.7933,-3.2174
0.3,12.2,48,0.5788,-428.8297,-3.2539
0.3,12.4,48,0.5795,-428.8652,-3.2894
0.3,12.6,48,0.5802,-428.8997,-3.3239
0.3,12.8,48,0.5808,-428.9333,-3.3575
0.3,13.0,48,0.5814,-428.9659,-3.3901
0.3,13.2,48,0.5819,-428.9976,-3.4218
0.3,13.4,48,0.5825,-429.0284,-3.4525
0.3,13.6,48,0.583,-429.0582,-3.4824
0.3,13.8,48,0.5835,-429.0872,-3.5113
0.3,14.0,48,0.5839,-429.1152,-3.5394
0.3,14.2,48,0.5844,-429.1424,-3.5666
0.3,14.4,48,0.5848,-429.1688,-3.593
0.3,14.6,48,0.5852,-429.1943,-3.6185
0.3,14.8,48,0.5856,-429.219,-3.6432
0.3,15.0,48,0.586,-429.2429,-3.6671
0.3,15.2,48,0.5864,-429.2661,-3.6902
0.3,15.4,48,0.5867,-429.2884,-3.7126
0.3,15.6,48,0.587,-429.31,-3.7342
0.3,15.8,48,0.5873,-429.3309,-3.7551
0.3,16.0,48,0.5876,-429.3511,-3.7753
0.31,0.4,48,0.2164,-430.8862,-5.3104
0.31,0.6,48,0.2332,-430.3276,-4.7518
0.31,0.8,48,0.2497,-429.8686,-4.2928
0.31,1.0,48,0.2661,-429.4882,-3.9123
0.31,1.2,48,0.2821,-429.1695,-3.5936
0.31,1.4,48,0.2977,-428.8995,-3.3237
0.31,1.6,48,0.3129,-428.6685,-3.0927
0.31,1.8,48,0.3275,-428.4692,-2.8934
0.31,2.0,48,0.3415,-428.2962,-2.7204
0.31,2.2,48,0.355,-428.1455,-2.5697
0.31,2.4,48,0.3679,-428.0143,-2.4385
0.31,2.6,48,0.3801,-427.9004,-2.3245
0.31,2.8,48,0.3917,-427.802,-2.2262
0.31,3.0,48,0.4027,-427.7178,-2.142
0.31,3.2,48,0.4131,-427.6467,-2.0709
0.31,3.4,48,0.4229,-427.5877,-2.0118
0.31,3.6,48,0.4321,-427.5398,-1.964
0.31,3.8,48,0.4407,-427.5023,-1.9265
0.31,4.0,48,0.4489,-427.4744,-1.8986
0.31,4.2,48,0.4565,-427.4553,-1.8795
0.31,4.4,48,0.4636,-427.4443,-1.8685
0.31,4.6,48,0.4703,-427.4408,-1.865
0.31,4.8,48,0.4765,-427.4441,-1.8683
0.31,5.0,48,0.4824,-427.4536,-1.8778
0.31,5.2,48,0.4878,-427.4687,-1.8929
0.31,5.4,48,0.493,-427.4888,-1.913
0.31,5.6,48,0.4977,-427.5134,-1.9376
0.31,5.8,48,0.5022,-427.542,-1.9662
0.31,6.0,48,0.5064,-427.5741,-1.9983
0.31,6.2,48,0.5103,-427.6093,-2.0335
0.31,6.4,48,0.5139,-427.6472,-2.0714
0.31,6.6,48,0.5174,-427.6875,-2.1117
0.31,6.8,48,0.5206,-427.7297,-2.1539
0.31,7.0,48,0.5236,-427.7735,-2.1977
0.31,7.2,48,0.5264,-427.8187,-2.2429
0.31,7.4,48,0.529,-427.865,-2.2892
0.31,7.6,48,0.5315,-427.9122,-2.3363
0.31,7.8,48,0.5338,-427.9599,-2.3841
0.31,8.0,48,0.536,-428.0081,-2.4323
0.31,8.2,48,0.538,-428.0566,-2.4808
0.31,8.4,48,0.5399,-428.1051,-2.5293
0.31,8.6,48,0.5418,-428.1536,-2.5777
0.31,8.8,48,0.5435,-428.2018,-2.626
0.31,9.0,48,0.5451,-428.2498,-2.674
0.31,9.2,48,0.5466,-428.2973,-2.7215
0.31,9.4,48,0.548,-428.3444,-2.7685
0.31,9.6,48,0.5493,-428.3908,-2.815
0.31,9.8,48,0.5506,-428.4366,-2.8608
0.31,10.0,48,0.5518,-428.4817,-2.9059
0.31,10.2,48,0.5529,-428.5261,-2.9502
0.31,10.4,48,0.554,-428.5696,-2.9938
0.31,10.6,48,0.555,-428.6123,-3.0365
0.31,10.8,48,0.556,-428.6541,-3.0783
0.31,11.0,48,0.5569,-428.695,-3.1192
0.31,11.2,48,0.5578,-428.735,-3.1592
0.31,11.4,48,0.5586,-428.7741,-3.1983
0.31,11.6,48,0.5593,-428.8123,-3.2364
0.31,11.8,48,0.5601,-428.8494,-3.2736
0.31,12.0,48,0.5608,-428.8857,-3.3099
0.31,12.2,48,0.5615,-428.921,-3.3451
0.31,12.4,48,0.5621,-428.9553,-3.3795
0.31,12.6,48,0.5627,-428.9887,-3.4129
0.31,12.8,48,0.5633,-429.0212,-3.4453
0.31,13.0,48,0.5638,-429.0527,-3.4769
0.31,13.2,48,0.5643,-429.0833,-3.5075
0.31,13.4,48,0.5648,-429.113,-3.5372
0.31,13.6,48,0.5653,-429.1419,-3.5661
0.31,13.8,48,0.5658,-429.1698,-3.594
0.31,14.0,48,0.5662,-429.1969,-3.6211
0.31,14.2,48,0.5666,-429.2232,-3.6473
0.31,14.4,48,0.567,-429.2486,-3.6728
0.31,14.6,48,0.5674,-429.2732,-3.6974
0.31,14.8,48,0.5677,-429.297,-3.7212
0.31,15.0,48,0.5681,-429.32,-3.7442
0.31,15.2,48,0.5684,-429.3423,-3.7665
0.31,15.4,48,0.5687,-429.3639,-3.788
0.31,15.6,48,0.5691,-429.3847,-3.8088
0.31,15.8,48,0.5693,-429.4048,-3.829
0.31,16.0,48,0.5696,-429.4242,-3.8484
0.32,0.4,48,0.2159,-430.91,-5.3342
0.32,0.6,48,0.2322,-430.3601,-4.7842
0.32,0.8,48,0.2484,-429.9081,-4.3323
0.32,1.0,48,0.2643,-429.5334,-3.9576
0.32,1.2,48,0.2799,-429.2195,-3.6437
0.32,1.4,48,0.295,-428.9537,-3.3779
0.32,1.6,48,0.3097,-428.7265,-3.1506
0.32,1.8,48,0.3238,-428.5306,-2.9548
0.32,2.0,48,0.3373,-428.361,-2.7852
0.32,2.2,48,0.3502,-428.2137,-2.6379
0.32,2.4,48,0.3626,-428.0859,-2.5101
0.32,2.6,48,0.3743,-427.9753,-2.3995
0.32,2.8,48,0.3853,-427.8804,-2.3046
0.32,3.0,48,0.3958,-427.7996,-2.2238
0.32,3.2,48,0.4057,-427.7318,-2.156
0.32,3.4,48,0.415,-427.676,-2.1002
0.32,3.6,48,0.4237,-427.6313,-2.0555
0.32,3.8,48,0.4319,-427.5968,-2.0209
0.32,4.0,48,0.4396,-427.5716,-1.9958
0.32,4.2,48,0.4468,-427.5551,-1.9793
0.32,4.4,48,0.4535,-427.5466,-1.9708
0.32,4.6,48,0.4598,-427.5453,-1.9694
0.32,4.8,48,0.4657,-427.5505,-1.9747
0.32,5.0,48,0.4712,-427.5617,-1.9859
0.32,5.2,48,0.4763,-427.5783,-2.0025
0.32,5.4,48,0.4811,-427.5997,-2.0239
0.32,5.6,48,0.4856,-427.6254,-2.0496
0.32,5.8,48,0.4898,-427.6549,-2.079
0.32,6.0,48,0.4937,-427.6877,-2.1118
0.32,6.2,48,0.4974,-427.7234,-2.1476
0.32,6.4,48,0.5008,-427.7616,-2.1858
0.32,6.6,48,0.504,-427.802,-2.2262
0.32,6.8,48,0.507,-427.8442,-2.2684
0.32,7.0,48,0.5098,-427.8879,-2.3121
0.32,7.2,48,0.5124,-427.9328,-2.357
0.32,7.4,48,0.5149,-427.9787,-2.4029
0.32,7.6,48,0.5172,-428.0254,-2.4495
0.32,7.8,48,0.5193,-428.0725,-2.4967
0.32,8.0,48,0.5214,-428.12,-2.5442
0.32,8.2,48,0.5233,-428.1677,-2.5919
0.32,8.4,48,0.5251,-428.2154,-2.6396
0.32,8.6,48,0.5268,-428.2629,-2.6871
0.32,8.8,48,0.5283,-428.3102,-2.7344
0.32,9.0,48,0.5298,-428.3572,-2.7814
0.32,9.2,48,0.5312,-428.4037,-2.8279
0.32,9.4,48,0.5326,-428.4497,-2.8738
0.32,9.6,48,0.5338,-428.495,-2.9192
0.32,9.8,48,0.535,-428.5397,-2.9639
0.32,10.0,48,0.5361,-428.5836,-3.0078
0.32,10.2,48,0.5372,-428.6268,-3.051
0.32,10.4,48,0.5382,-428.6692,-3.0934
0.32,10.6,48,0.5391,-428.7107,-3.1349
0.32,10.8,48,0.54,-428.7513,-3.1755
0.32,11.0,48,0.5409,-428.7911,-3.2153
0.32,11.2,48,0.5417,-428.8299,-3.2541
0.32,11.4,48,0.5424,-428.8678,-3.292
0.32,11.6,48,0.5431,-428.9048,-3.329
0.32,11.8,48,0.5438,-428.9409,-3.365
0.32,12.0,48,0.5445,-428.976,-3.4001
0.32,12.2,48,0.5451,-429.0101,-3.4343
0.32,12.4,48,0.5457,-429.0434,-3.4675
0.32,12.6,48,0.5462,-429.0757,-3.4999
0.32,12.8,48,0.5468,-429.1071,-3.5313
0.32,13.0,48,0.5473,-429.1376,-3.5617
0.32,13.2,48,0.5478,-429.1672,-3.5913
0.32,13.4,48,0.5482,-429.1959,-3.62
0.32,13.6,48,0.5487,-429.2237,-3.6479
0.32,13.8,48,0.5491,-429.2507,-3.6749
0.32,14.0,48,0.5495,-429.2768,-3.701
0.32,14.2,48,0.5499,-429.3022,-3.7263
0.32,14.4,48,0.5502,-429.3267,-3.7509
0.32,14.6,48,0.5506,-429.3504,-3.7746
0.32,14.8,48,0.5509,-429.3734,-3.7976
0.32,15.0,48,0.5513,-429.3956,-3.8198
0.32,15.2,48,0.5516,-429.417,-3.8412
0.32,15.4,48,0.5519,-429.4378,-3.862
0.32,15.6,48,0.5521,-429.4578,-3.882
0.32,15.8,48,0.5524,-429.4772,-3.9014
0.32,16.0,48,0.5527,-429.4959,-3.9201
0.33,0.4,48,0.2153,-430.9338,-5.358
0.33,0.6,48,0.2313,-430.3925,-4.8167
0.33,0.8,48,0.2471,-429.9477,-4.3719
0.33,1.0,48,0.2626,-429.5788,-4.003
0.33,1.2,48,0.2777,-429.2698,-3.694
0.33,1.4,48,0.2924,-429.0082,-3.4324
0.33,1.6,48,0.3065,-428.7848,-3.209
0.33,1.8,48,0.3201,-428.5925,-3.0167
0.33,2.0,48,0.3332,-428.4264,-2.8506
0.33,2.2,48,0.3456,-428.2826,-2.7067
0.33,2.4,48,0.3574,-428.1582,-2.5823
0.33,2.6,48,0.3686,-428.051,-2.4752
0.33,2.8,48,0.3792,-427.9594,-2.3836
0.33,3.0,48,0.3891,-427.882,-2.3062
0.33,3.2,48,0.3985,-427.8175,-2.2416
0.33,3.4,48,0.4074,-427.7648,-2.189
0.33,3.6,48,0.4157,-427.7231,-2.1472
0.33,3.8,48,0.4234,-427.6914,-2.1155
0.33,4.0,48,0.4307,-427.6689,-2.0931
0.33,4.2,48,0.4375,-427.6548,-2.079
0.33,4.4,48,0.4438,-427.6485,-2.0727
0.33,4.6,48,0.4498,-427.6492,-2.0734
0.33,4.8,48,0.4553,-427.6563,-2.0805
0.33,5.0,48,0.4605,-427.6691,-2.0932
0.33,5.2,48,0.4653,-427.687,-2.1112
0.33,5.4,48,0.4698,-427.7095,-2.1337
0.33,5.6,48,0.4741,-427.7361,-2.1603
0.33,5.8,48,0.478,-427.7663,-2.1905
0.33,6.0,48,0.4817,-427.7997,-2.2239
0.33,6.2,48,0.4851,-427.8358,-2.26
0.33,6.4,48,0.4883,-427.8742,-2.2984
0.33,6.6,48,0.4913,-427.9147,-2.3388
0.33,6.8,48,0.4941,-427.9568,-2.3809
0.33,7.0,48,0.4967,-428.0002,-2.4244
0.33,7.2,48,0.4992,-428.0448,-2.469
0.33,7.4,48,0.5015,-428.0903,-2.5144
0.33,7.6,48,0.5036,-428.1363,-2.5605
0.33,7.8,48,0.5057,-428.1829,-2.607
0.33,8.0,48,0.5076,-428.2296,-2.6538
0.33,8.2,48,0.5093,-428.2765,-2.7007
0.33,8.4,48,0.511,-428.3233,-2.7475
0.33,8.6,48,0.5126,-428.37,-2.7941
0.33,8.8,48,0.5141,-428.4163,-2.8405
0.33,9.0,48,0.5155,-428.4622,-2.8864
0.33,9.2,48,0.5168,-428.5077,-2.9319
0.33,9.4,48,0.518,-428.5526,-2.9767
0.33,9.6,48,0.5192,-428.5968,-3.021
0.33,9.8,48,0.5203,-428.6404,-3.0646
0.33,10.0,48,0.5213,-428.6832,-3.1074
0.33,10.2,48,0.5223,-428.7252,-3.1494
0.33,10.4,48,0.5232,-428.7664,-3.1906
0.33,10.6,48,0.5241,-428.8068,-3.231
0.33,10.8,48,0.5249,-428.8463,-3.2705
0.33,11.0,48,0.5257,-428.8849,-3.3091
0.33,11.2,48,0.5265,-428.9226,-3.3468
0.33,11.4,48,0.5272,-428.9594,-3.3835
0.33,11.6,48,0.5278,-428.9952,-3.4194
0.33,11.8,48,0.5285,-429.0302,-3.4543
0.33,12.0,48,0.5291,-429.0642,-3.4883
0.33,12.2,48,0.5297,-429.0972,-3.5214
0.33,12.4,48,0.5302,-429.1294,-3.5536
0.33,12.6,48,0.5307,-429.1607,-3.5849
0.33,12.8,48,0.5312,-429.1911,-3.6152
0.33,13.0,48,0.5317,-429.2205,-3.6447
0.33,13.2,48,0.5321,-429.2491,-3.6733
0.33,13.4,48,0.5326,-429.2769,-3.7011
0.33,13.6,48,0.533,-429.3038,-3.7279
0.33,13.8,48,0.5334,-429.3298,-3.754
0.33,14.0,48,0.5337,-429.3551,-3.7792
0.33,14.2,48,0.5341,-429.3795,-3.8037
0.33,14.4,48,0.5344,-429.4032,-3.8273
0.33,14.6,48,0.5348,-429.4261,-3.8502
0.33,14.8,48,0.5351,-429.4482,-3.8724
0.33,15.0,48,0.5354,-429.4696,-3.8938
0.33,15.2,48,0.5357,-429.4903,-3.9145
0.33,15.4,48,0.536,-429.5103,-3.9345
0.33,15.6,48,0.5362,-429.5296,-3.9538
0.33,15.8,48,0.5365,-429.5483,-3.9724
0.33,16.0,48,0.5367,-429.5663,-3.9905
0.34,0.4,48,0.2147,-430.9576,-5.3818
0.34,0.6,48,0.2304,-430.425,-4.8491
0.34,0.8,48,0.2458,-429.9872,-4.4114
0.34,1.0,48,0.2609,-429.6243,-4.0484
0.34,1.2,48,0.2756,-429.3202,-3.7444
0.34,1.4,48,0.2898,-429.063,-3.4871
0.34,1.6,48,0.3035,-428.8434,-3.2676
0.34,1.8,48,0.3166,-428.6549,-3.0791
0.34,2.0,48,0.3291,-428.4923,-2.9165
0.34,2.2,48,0.341,-428.352,-2.7761
0.34,2.4,48,0.3524,-428.231,-2.6552
0.34,2.6,48,0.3631,-428.1273,-2.5515
0.34,2.8,48,0.3732,-428.039,-2.4632
0.34,3.0,48,0.3827,-427.9648,-2.389
0.34,3.2,48,0.3916,-427.9035,-2.3276
0.34,3.4,48,0.4,-427.8538,-2.278
0.34,3.6,48,0.4079,-427.815,-2.2391
0.34,3.8,48,0.4153,-427.786,-2.2101
0.34,4.0,48,0.4221,-427.766,-2.1902
0.34,4.2,48,0.4286,-427.7542,-2.1784
0.34,4.4,48,0.4346,-427.75,-2.1742
0.34,4.6,48,0.4402,-427.7526,-2.1767
0.34,4.8,48,0.4454,-427.7613,-2.1854
0.34,5.0,48,0.4503,-427.7755,-2.1996
0.34,5.2,48,0.4548,-427.7946,-2.2188
0.34,5.4,48,0.4591,-427.8181,-2.2423
0.34,5.6,48,0.463,-427.8456,-2.2697
0.34,5.8,48,0.4667,-427.8764,-2.3005
0.34,6.0,48,0.4702,-427.9102,-2.3343
0.34,6.2,48,0.4734,-427.9465,-2.3707
0.34,6.4,48,0.4764,-427.9851,-2.4092
0.34,6.6,48,0.4792,-428.0254,-2.4496
0.34,6.8,48,0.4819,-428.0674,-2.4915
0.34,7.0,48,0.4843,-428.1106,-2.5347
0.34,7.2,48,0.4866,-428.1547,-2.5789
0.34,7.4,48,0.4888,-428.1997,-2.6238
0.34,7.6,48,0.4908,-428.2451,-2.6693
0.34,7.8,48,0.4927,-428.291,-2.7151
0.34,8.0,48,0.4944,-428.337,-2.7612
0.34,8.2,48,0.4961,-428.383,-2.8072
0.34,8.4,48,0.4977,-428.4289,-2.8531
0.34,8.6,48,0.4991,-428.4746,-2.8988
0.34,8.8,48,0.5005,-428.52,-2.9442
0.34,9.0,48,0.5018,-428.5649,-2.9891
0.34,9.2,48,0.503,-428.6093,-3.0335
0.34,9.4,48,0.5042,-428.6532,-3.0773
0.34,9.6,48,0.5053,-428.6963,-3.1205
0.34,9.8,48,0.5063,-428.7388,-3.1629
0.34,10.0,48,0.5073,-428.7805,-3.2046
0.34,10.2,48,0.5082,-428.8214,-3.2456
0.34,10.4,48,0.5091,-428.8615,-3.2856
0.34,10.6,48,0.5099,-428.9007,-3.3249
0.34,10.8,48,0.5107,-428.9391,-3.3632
0.34,11.0,48,0.5114,-428.9765,-3.4007
0.34,11.2,48,0.5121,-429.0131,-3.4373
0.34,11.4,48,0.5127,-429.0488,-3.473
0.34,11.6,48,0.5134,-429.0836,-3.5077
0.34,11.8,48,0.514,-429.1174,-3.5416
0.34,12.0,48,0.5145,-429.1504,-3.5745
0.34,12.2,48,0.5151,-429.1824,-3.6066
